	AC	AL	DE	DR	EN	GS	ID	LENG	NC	TC
TIGR01949	TIGR01949	clustalw	predicted phospho-2-dehydro-3-deoxyheptonate aldolase	NA	predicted phospho-2-dehydro-3-deoxyheptonate aldolase	NA	AroFGH_arch	255	243.40 243.40	299.45 299.45
TIGR01953	TIGR01953	clustalw_manual	transcription termination factor NusA	NA	transcription termination factor NusA	nusA	NusA	340	169.10 169.10	253.40 253.40
TIGR02615	TIGR02615	clustalw	stage V sporulation protein E	NA	stage V sporulation protein E	spoVE	spoVE	354	420.15 420.15	448.80 448.80
TIGR00441	TIGR00441	muscle_manual	phosphoheptose isomerase	HAMAP; MF_01157; 32 of 33	phosphoheptose isomerase	gmhA	gmhA	154	176.20 176.20	209.45 209.45
TIGR02938	TIGR02938	clustalw	nitrogen fixation negative regulator NifL	NA	nitrogen fixation negative regulator NifL	nifL	nifL_nitrog	494	160.20 160.20	242.45 242.45
TIGR03906	TIGR03906	muscle_manual	quinohemoprotein amine dehydrogenase maturation protein	NA	quinohemoprotein amine dehydrogenase maturation protein	peaB	quino_hemo_SAM	467	451.95 451.95	453.00 453.00
TIGR00731	TIGR00731	clustalw_manual	ribosomal protein L25, Ctc-form	HAMAP; MF_01334; 297 of 298	ribosomal protein L25, Ctc-form	NA	ctc_TL5	176	70.35 70.35	73.10 73.10
TIGR02804	TIGR02804	clustalw_manual	TonB system transport protein ExbD	NA	TonB system transport protein ExbD, group 2	expD	ExbD_2	121	86.35 86.35	123.45 123.45
TIGR01031	TIGR01031	clustalw	ribosomal protein L32	HAMAP; MF_00340; 572 of 617	ribosomal protein L32	rpmF	rpmF_bact	56	22.20 22.20	22.60 22.60
TIGR03455	TIGR03455	muscle	ATP phosphoribosyltransferase, C-terminal domain	HAMAP; MF_00079; 148 of 162	ATP phosphoribosyltransferase, C-terminal domain	hisG	HisG_C-term	100	34.10 34.10	40.05 40.05
TIGR02343	TIGR02343	clustalw	T-complex protein 1, epsilon subunit	NA	T-complex protein 1, epsilon subunit	NA	chap_CCT_epsi	532	516.70 516.70	710.50 710.50
TIGR02215	TIGR02215	clustalw	phage conserved hypothetical protein, phiE125 gp8 family	NA	phage conserved hypothetical protein, phiE125 gp8 family	NA	phage_chp_gp8	188	30.80 30.80	39.00 39.00
TIGR03093	TIGR03093	muscle	small, acid-soluble spore protein L	NA	small, acid-soluble spore protein L	sspL	SASP_sspL	37	26.65 26.65	51.85 51.85
TIGR00243	TIGR00243	clustalw	1-deoxy-D-xylulose 5-phosphate reductoisomerase	HAMAP; MF_00183; 297 of 301	1-deoxy-D-xylulose 5-phosphate reductoisomerase	dxr	Dxr	389	224.55 224.55	315.70 315.70
TIGR01344	TIGR01344	clustalw	malate synthase A	PFAM; PF01274; Malate synthase	malate synthase A	aceB	malate_syn_A	511	122.10 122.10	594.50 594.50
TIGR01433	TIGR01433	clustalw	ubiquinol oxidase, subunit II	NA	cytochrome o ubiquinol oxidase subunit II	cyoA	CyoA	226	218.75 218.75	266.20 266.20
TIGR03915	TIGR03915	muscle	probable DNA metabolism protein	NA	probable DNA metabolism protein	NA	SAM_7_link_chp	243	55.80 55.80	112.25 112.25
TIGR02278	TIGR02278	clustalw	phenylacetic acid degradation protein paaN	NA	phenylacetic acid degradation protein paaN	paaN	PaaN-DH	664	232.25 232.25	562.80 562.80
TIGR00019	TIGR00019	msa_tigr_manual	peptide chain release factor 1	HAMAP; MF_00093; 498 of 505	peptide chain release factor 1	prfA	prfA	361	310.40 310.40	423.25 423.25
TIGR04325	TIGR04325	muscle_manual	putative methyltransferase, LIC12133 family	NA	putative methyltransferase, LIC12133 family	NA	MTase_LIC12133	234	40.00 40.00	80.00 80.00
TIGR04118	TIGR04118	muscle_manual	modification target Cys-rich peptide, AC3_0185 family	NA	modification target Cys-rich peptide, AC3_0185 family	NA	Cxxx_AC3_0185	46	25.00 25.00	35.00 35.00
TIGR03554	TIGR03554	muscle_manual	glucose-6-phosphate dehydrogenase (coenzyme-F420)	NA	glucose-6-phosphate dehydrogenase (coenzyme-F420)	fgd	F420_G6P_DH	331	243.65 243.65	449.25 449.25
TIGR00332	TIGR00332	clustalw	desulfoferrodoxin ferrous iron-binding domain	NA	desulfoferrodoxin ferrous iron-binding domain	NA	neela_ferrous	107	36.75 36.75	61.90 61.90
TIGR02747	TIGR02747	clustalw	type IV conjugative transfer system protein TraV	NA	type IV conjugative transfer system lipoprotein TraV	traV	TraV	145	37.25 37.25	44.75 44.75
TIGR04205	TIGR04205	muscle_manual	class III signal peptide protein, archaeosortase D/PIP-CTERM system	NA	class III signal peptide protein, archaeosortase D/PIP-CTERM system	NA	classIII_w_PIP	67	50.00 50.00	65.00 65.00
TIGR03239	TIGR03239	muscle	2-dehydro-3-deoxyglucarate aldolase	HAMAP; MF_01291; 22 of 24	2-dehydro-3-deoxyglucarate aldolase	garL	GarL	249	372.15 372.15	406.75 406.75
TIGR00777	TIGR00777	NA	alkylhydroperoxidase, AhpD family	HAMAP; MF_01676; 41 of 48	alkylhydroperoxidase, AhpD family	ahpD	ahpD	177	94.80 94.80	191.95 191.95
TIGR02208	TIGR02208	clustalw_manual	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	NA	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	msbB	lipid_A_msbB	305	268.60 268.60	336.05 336.05
TIGR03826	TIGR03826	muscle	flagellar operon protein TIGR03826	NA	flagellar operon protein TIGR03826	NA	YvyF	137	105.80 105.80	124.15 124.15
TIGR02885	TIGR02885	muscle	RNA polymerase sigma-F factor	NA	RNA polymerase sigma-F factor	sigF	spore_sigF	231	317.60 317.60	321.45 321.45
TIGR01237	TIGR01237	clustalw	putative delta-1-pyrroline-5-carboxylate dehydrogenase	HAMAP; MF_00733; 34 of 34	delta-1-pyrroline-5-carboxylate dehydrogenase, group 2, putative	pruA	D1pyr5carbox2	511	443.00 443.00	659.65 659.65
TIGR00132	TIGR00132	clustalw	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit	HAMAP; MF_00120; 407 of 409	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, A subunit	gatA	gatA	466	399.35 399.35	481.10 481.10
TIGR03831	TIGR03831	muscle_manual	YgiT-type zinc finger domain	NA	YgiT-type zinc finger domain	NA	YgiT_finger	46	19.80 19.80	20.20 20.20
TIGR03011	TIGR03011	muscle	sulfur relay protein TusB/DsrH	HAMAP; MF_01564; 37 of 38	sulfur relay protein TusB/DsrH	dsrH	sulf_tusB_dsrH	95	29.40 29.40	49.20 49.20
TIGR03132	TIGR03132	muscle	triphosphoribosyl-dephospho-CoA synthase MdcB	NA	triphosphoribosyl-dephospho-CoA synthase MdcB	mdcB	malonate_mdcB	272	279.65 279.65	282.35 282.35
TIGR03229	TIGR03229	muscle	benzoate 1,2-dioxygenase, large subunit	NA	benzoate 1,2-dioxygenase, large subunit	benA	benzo_1_2_benA	433	566.10 566.10	780.95 780.95
TIGR02455	TIGR02455	clustalw	trehalose synthase	NA	trehalose synthase, Pseudomonas stutzeri type	treS	TreS_stutzeri	689	163.40 163.40	719.40 719.40
TIGR01587	TIGR01587	clustalw_manual	CRISPR-associated helicase Cas3	PFAM; PF00271; Helicase conserved C-terminal domain	CRISPR-associated helicase Cas3	cas3	cas3_core	358	93.10 93.10	102.45 102.45
TIGR03585	TIGR03585	muscle	pseudaminic acid biosynthesis N-acetyl transferase	NA	pseudaminic acid biosynthesis N-acetyl transferase	pseH	PseH	156	81.60 81.60	93.10 93.10
TIGR04225	TIGR04225	muscle_manual	CshA-type fibril repeat	NA	CshA-type fibril repeat	NA	CshA_fibril_rpt	104	40.00 30.00	60.00 40.00
TIGR03348	TIGR03348	muscle_manual	type VI secretion protein IcmF	NA	type VI secretion protein IcmF	icmF	VI_IcmF	1168	382.05 382.05	388.15 388.15
TIGR02328	TIGR02328	clustalw	conserved hypothetical protein	NA	conserved hypothetical protein	NA	TIGR02328	120	30.90 30.90	121.15 121.15
TIGR03994	TIGR03994	muscle_manual	coproporphyrinogen dehydrogenase HemZ	NA	coproporphyrinogen dehydrogenase HemZ	hemZ	rSAM_HemZ	401	259.85 259.85	321.40 321.40
TIGR00527	TIGR00527	clustalw	glycine cleavage system H protein	NA	glycine cleavage system H protein	gcvH	gcvH	129	96.90 96.90	115.85 115.85
TIGR02438	TIGR02438	clustalw	catechol 1,2-dioxygenase	NA	catechol 1,2-dioxygenase, Actinobacterial	catA	catachol_actin	281	346.50 346.50	404.40 404.40
TIGR03605	TIGR03605	muscle_manual	SagB-type dehydrogenase domain	NA	SagB-type dehydrogenase domain	NA	antibiot_sagB	173	47.35 47.35	78.40 78.40
TIGR04076	TIGR04076	muscle_manual	TIGR04076 family protein	NA	TIGR04076 family protein	NA	TIGR04076	91	17.00 17.00	33.00 33.00
TIGR03980	TIGR03980	muscle_manual	hybrid cluster protein-associated redox disulfide domain	NA	hybrid cluster protein-associated redox disulfide domain	NA	prismane_assoc	58	44.15 44.15	44.95 44.95
TIGR04040	TIGR04040	muscle_manual	glycine radical enzyme, YjjI family	NA	glycine radical enzyme, YjjI family	yjjI	glycyl_YjjI	497	210.55 210.55	498.30 498.30
TIGR02979	TIGR02979	muscle	phage shock protein PspD	NA	phage shock protein PspD	pspD	phageshock_pspD	59	38.50 38.50	64.20 64.20
TIGR02281	TIGR02281	clustalw	clan AA aspartic protease, TIGR02281 family	NA	clan AA aspartic protease, TIGR02281 family	NA	clan_AA_DTGA	121	40.45 40.45	57.95 57.95
TIGR04170	TIGR04170	muscle	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	NA	ribonucleoside-diphosphate reductase, class 1b, alpha subunit	nrdE	RNR_1b_NrdE	698	500.00 500.00	750.00 750.00
TIGR02710	TIGR02710	clustalw	CRISPR-associated protein, TIGR02710 family	NA	CRISPR-associated protein, TIGR02710 family	NA	TIGR02710	384	78.35 78.35	83.90 83.90
TIGR02988	TIGR02988	muscle	S4 domain protein YaaA	PFAM; S4 domain	S4 domain protein YaaA	yaaA	YaaA_near_RecF	60	82.75 82.75	84.75 84.75
TIGR00117	TIGR00117	clustalw	aconitate hydratase 2	NA	aconitate hydratase 2	acnB	acnB	844	372.35 372.35	1287.20 1287.20
TIGR02485	TIGR02485	clustalw	precorrin 3B synthase CobZ	NA	precorrin 3B synthase CobZ	cobZ	CobZ_N-term	437	180.55 180.55	372.55 372.55
TIGR02402	TIGR02402	clustalw_manual	malto-oligosyltrehalose trehalohydrolase	NA	malto-oligosyltrehalose trehalohydrolase	treZ	trehalose_TreZ	545	226.70 226.70	538.80 538.80
TIGR02398	TIGR02398	clustalw	glucosylglycerol-phosphate synthase	PFAM; PF00982; Glyco_transf_20	glucosylglycerol-phosphate synthase	ggpS	gluc_glyc_Psyn	487	388.80 388.80	569.00 569.00
TIGR01239	TIGR01239	clustalw_manual	galactose-1-phosphate uridylyltransferase	HAMAP; MF_00571; 25 of 31	galactose-1-phosphate uridylyltransferase, family 2	galT	galT_2	489	116.80 116.80	650.15 650.15
TIGR03487	TIGR03487	muscle_manual	CRISPR-associated protein Cas8c/Csp2, subtype PGING	NA	CRISPR-associated protein Cas8c/Csp2, subtype PGING	cas8c	cas_csp2	483	461.45 461.45	461.75 461.75
TIGR03974	TIGR03974	muscle_manual	SCIFF radical SAM maturase	NA	SCIFF radical SAM maturase	scfB	rSAM_six_Cys	451	380.00 380.00	425.00 425.00
TIGR02174	TIGR02174	clustalw_manual	selT/selW/selH selenoprotein domain	PFAM; PF05169; Selenoprotein W-related family	selT/selW/selH selenoprotein domain	NA	CXXU_selWTH	74	30.00 30.00	34.20 34.20
TIGR01743	TIGR01743	clustalw	pur operon repressor PurR	NA	pur operon repressor, Bacillus subtilis type	purR	purR_Bsub	268	133.00 133.00	258.70 258.70
TIGR02810	TIGR02810	clustalw	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	NA	D-tagatose-bisphosphate aldolase, class II, non-catalytic subunit	NA	agaZ_gatZ	420	191.60 191.60	568.80 568.80
TIGR03352	TIGR03352	muscle_manual	type VI secretion lipoprotein, VC_A0113 family	NA	type VI secretion lipoprotein, VC_A0113 family	NA	VI_chp_3	147	26.40 26.40	31.60 31.60
TIGR03976	TIGR03976	muscle_manual	His-Xaa-Ser system protein HsxD	NA	His-Xaa-Ser system protein HsxD	hsxD	chp_LLNDYxLRE	90	30.00 30.00	50.00 50.00
TIGR03894	TIGR03894	muscle_manual	conserved hypothetical protein, TIGR03894 family	NA	conserved hypothetical protein, TIGR03894 family	NA	chp_P_marinus_1	95	67.30 67.30	67.75 67.75
TIGR03699	TIGR03699	muscle_manual	menaquinone biosynthesis protein, SCO4550 family	NA	menaquinone biosynthesis protein, SCO4550 family	NA	mena_SCO4550	342	397.65 397.65	428.10 428.10
TIGR00754	TIGR00754	clustalw	bacterioferritin	OUTGROUP; EGAD|165296|TM1128; ferritin	bacterioferritin	bfr	bfr	157	56.80 56.80	125.55 125.55
TIGR02309	TIGR02309	clustalw	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	NA	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	hpaB	HpaB-1	477	332.70 332.70	480.20 480.20
TIGR00880	TIGR00880	clustalw_manual	multidrug resistance protein	NA	Multidrug resistance protein	NA	2_A_01_02	141	91.20 91.20	131.00 131.00
TIGR03692	TIGR03692	clustalw_manual	ATP-dependent protease HslVU, peptidase subunit	NA	ATP-dependent protease HslVU, peptidase subunit	hslV	ATP_dep_HslV	171	94.90 94.90	157.75 157.75
TIGR02532	TIGR02532	manual	prepilin-type N-terminal cleavage/methylation domain	HAMAP; MF_00221; 1 of 82	prepilin-type N-terminal cleavage/methylation domain	NA	IV_pilin_GFxxxE	24	16.30 16.30	16.30 16.30
TIGR04245	TIGR04245	muscle_manual	N-acyltransferase NodA	NA	N-acyltransferase NodA	nodA	nodulat_NodA	193	125.00 125.00	175.00 175.00
TIGR01921	TIGR01921	clustalw	diaminopimelate dehydrogenase	NA	diaminopimelate dehydrogenase	NA	DAP-DH	324	87.80 87.80	180.60 180.60
TIGR03213	TIGR03213	muscle	2,3-dihydroxybiphenyl 1,2-dioxygenase	NA	2,3-dihydroxybiphenyl 1,2-dioxygenase	bphC	23dbph12diox	287	154.40 154.40	366.45 366.45
TIGR02651	TIGR02651	clustalw_manual	ribonuclease Z	HAMAP; MF_01818; 185 of 209	ribonuclease Z	rnz	RNase_Z	302	147.90 147.90	292.95 292.95
TIGR02523	TIGR02523	clustalw_manual	type IV pilus modification protein PilV	NA	type IV pilus modification protein PilV	pilV	type_IV_pilV	139	44.30 44.30	52.20 52.20
TIGR00380	TIGR00380	clustalw	cobalamin biosynthesis protein CobD	HAMAP; MF_00024; 47 of 48	cobalamin biosynthesis protein CobD	cobD	cobD	305	148.20 148.20	165.90 165.90
TIGR03265	TIGR03265	muscle	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein	NA	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein	NA	PhnT2	353	436.65 436.65	457.70 457.70
TIGR02805	TIGR02805	clustalw_manual	tonB-system energizer ExbB	NA	tonB-system energizer ExbB, group 2	exbB	exbB2	138	86.45 86.45	135.35 135.35
TIGR00506	TIGR00506	clustalw	3,4-dihydroxy-2-butanone-4-phosphate synthase	HAMAP; MF_01283; 45 of 46	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribB	ribB	204	102.10 102.10	177.45 177.45
TIGR01412	TIGR01412	clustalw_manual	Tat-translocated enzyme	NA	Tat-translocated enzyme	NA	tat_substr_1	420	138.20 138.20	428.00 428.00
TIGR02061	TIGR02061	clustalw	adenylylsulfate reductase, alpha subunit	NA	adenosine phosphosulphate reductase, alpha subunit	aprA	aprA	616	326.00 326.00	641.75 641.75
TIGR03721	TIGR03721	muscle_manual	BclB C-terminal domain	NA	BclB C-terminal domain	NA	exospore_TM	169	65.75 65.75	93.15 93.15
TIGR03440	TIGR03440	muscle_manual	ergothioneine biosynthesis protein EgtB	NA	ergothioneine biosynthesis protein EgtB	egtB	egtB_TIGR03440	406	210.00 210.00	240.00 240.00
TIGR04314	TIGR04314	muscle_manual	methanogenesis multiheme c-type cytochrome	NA	methanogenesis multiheme c-type cytochrome	NA	methano7heme	494	75.00 75.00	250.00 250.00
TIGR04021	TIGR04021	muscle_manual	dimethyl sulfone monooxygenase SfnG	NA	dimethyl sulfone monooxygenase SfnG	sfnG	LLM_DMSO2_sfnG	350	333.45 333.45	382.95 382.95
TIGR00373	TIGR00373	clustalw	transcription factor E	HAMAP; MF_01909; 18 of 45	transcription factor E	tfe	TIGR00373	162	61.70 61.70	149.50 149.50
TIGR00988	TIGR00988	clustalw	integration host factor, beta subunit	HAMAP; MF_00381; 156 of 162	integration host factor, beta subunit	ihfB	hip	94	89.35 89.35	119.95 119.95
TIGR04272	TIGR04272	muscle_manual	CxxC-x17-CxxC domain	NA	CxxC-x17-CxxC domain	NA	cxxc_cxxc_Mbark	37	24.00 24.00	36.00 36.00
TIGR02349	TIGR02349	clustalw_manual	chaperone protein DnaJ	HAMAP; MF_01152; 429 of 453	chaperone protein DnaJ	dnaJ	DnaJ_bact	354	277.65 277.65	377.20 377.20
TIGR00768	TIGR00768	clustalw	alpha-L-glutamate ligases, RimK family	HAMAP; MF_01552; 114 of 117	alpha-L-glutamate ligases, RimK family	NA	rimK_fam	276	100.80 100.80	143.40 143.40
TIGR03204	TIGR03204	muscle	pimeloyl-CoA dehydrogenase, large subunit	NA	pimeloyl-CoA dehydrogenase, large subunit	pimC	pimC_large	395	564.55 564.55	623.85 623.85
TIGR01947	TIGR01947	clustalw_manual	electron transport complex, RnfABCDGE type, G subunit	HAMAP; MF_00479; 29 of 29	electron transport complex, RnfABCDGE type, G subunit	NA	rnfG	187	68.20 68.20	102.00 102.00
TIGR00584	TIGR00584	NA	mismatch-specific thymine-DNA glycosylate (mug)	SWISSPROT: P56581;	mismatch-specific thymine-DNA glycosylate (mug)	NA	mug	328	41.55 41.55	402.60 402.60
TIGR02714	TIGR02714	clustalw	ring-opening amidohydrolases	NA	ring-opening amidohydrolases	NA	amido_AtzD_TrzD	366	81.05 81.05	153.10 153.10
TIGR04155	TIGR04155	muscle_manual	PEP-CTERM protein sorting domain, cyanobacterial subclass	NA	PEP-CTERM protein sorting domain, cyanobacterial subclass	NA	cyano_PEP	27	18.75 17.50	21.60 20.00
TIGR03151	TIGR03151	muscle	putative enoyl-[acyl-carrier-protein] reductase II	NA	putative enoyl-[acyl-carrier-protein] reductase II	NA	enACPred_II	307	314.55 314.55	453.10 453.10
TIGR01676	TIGR01676	clustalw	galactonolactone dehydrogenase	EXPERIMENTAL; GP|3986289; Ipomoea batatas (sweet potato)	galactonolactone dehydrogenase	NA	GLDHase	541	339.25 339.25	458.25 458.25
TIGR01492	TIGR01492	clustalw_manual	Plasmodium falciparum CPW-WPC domain	NA	Plasmodium falciparum CPW-WPC domain	NA	CPW_WPC	62	32.95 32.95	35.60 35.60
TIGR00519	TIGR00519	NA	L-asparaginase, type I	HAMAP; MF_00586; 29 of 29	L-asparaginase, type I	NA	asnASE_I	337	190.10 190.10	260.50 260.50
TIGR02816	TIGR02816	clustalw_manual	PfaB family protein	NA	PfaB family protein	NA	pfaB_fam	534	55.50 55.50	144.30 144.30
TIGR01843	TIGR01843	clustalw	type I secretion membrane fusion protein, HlyD family	URL; http://tcdb.ucsd.edu/tcdb/tcfamilybrowse.php?tcname=8.A.1	type I secretion membrane fusion protein, HlyD family	NA	type_I_hlyD	422	136.75 136.75	208.65 208.65
TIGR02752	TIGR02752	clustalw	demethylmenaquinone methyltransferase	HAMAP; MF_01813; 19 of 275	demethylmenaquinone methyltransferase	menG	MenG_heptapren	231	409.30 409.30	419.85 419.85
TIGR01933	TIGR01933	clustalw_manual	HflK protein	NA	HflK protein	hflK	hflK	261	133.10 133.10	159.40 159.40
TIGR02937	TIGR02937	muscle	RNA polymerase sigma factor, sigma-70 family	NA	RNA polymerase sigma factor, sigma-70 family	NA	sigma70-ECF	165	34.20 34.20	42.90 42.90
TIGR01038	TIGR01038	clustalw	ribosomal protein L22	HAMAP; MF_01331; 50 of 734	ribosomal protein L22(archaeal)/L17(eukaryotic/archaeal)	rplV	L22_arch	148	77.95 77.95	79.85 79.85
TIGR02065	TIGR02065	clustalw	exosome complex exonuclease 1	HAMAP; MF_00591; 15 of 15	archaeal exosome-like complex exonuclease 1	NA	ECX1	230	292.55 292.55	318.70 318.70
TIGR02669	TIGR02669	clustalw	SpoIID/LytB domain	NA	SpoIID/LytB domain	NA	SpoIID_LytB	270	37.35 37.35	83.30 83.30
TIGR00742	TIGR00742	clustalw	tRNA dihydrouridine synthase A	NA	tRNA dihydrouridine synthase A	dusA	yjbN	318	118.35 118.35	397.20 397.20
TIGR00267	TIGR00267	clustalw	TIGR00267 family protein	NA	TIGR00267 family protein	NA	TIGR00267	171	32.05 32.05	156.95 156.95
TIGR00205	TIGR00205	clustalw	flagellar hook-basal body complex protein FliE	HAMAP; MF_00724; 76 of 94	flagellar hook-basal body complex protein FliE	fliE	fliE	109	33.00 33.00	48.10 48.10
TIGR03847	TIGR03847	muscle_manual	conserved hypothetical protein	NA	conserved hypothetical protein	NA	TIGR03847	177	51.50 51.50	117.25 117.25
TIGR01171	TIGR01171	clustalw_manual	ribosomal protein L2	HAMAP; MF_01320; 676 of 742	ribosomal protein L2, bacterial/organellar	rplB	rplB_bact	275	164.85 164.85	174.50 174.50
TIGR02493	TIGR02493	clustalw	pyruvate formate-lyase 1-activating enzyme	NA	pyruvate formate-lyase 1-activating enzyme	pflA	PFLA	235	203.45 203.45	231.75 231.75
TIGR04318	TIGR04318	muscle_manual	putative ornithine decarboxylase	NA	putative ornithine decarboxylase	NA	lacto_ODC_hypo	695	860.00 860.00	950.00 950.00
TIGR01966	TIGR01966	clustalw	ribonuclease PH	HAMAP; MF_00564; 282 of 287	ribonuclease PH	rph	RNasePH	236	117.35 117.35	141.50 141.50
TIGR03070	TIGR03070	muscle	transcriptional regulator, y4mF family	NA	transcriptional regulator, y4mF family	NA	couple_hipB	58	61.30 61.30	71.65 71.65
TIGR04367	TIGR04367	muscle_manual	hopanoid C-3 methylase HpnR	NA	hopanoid C-3 methylase HpnR	hpnR	HpnR_B12_rSAM	490	350.00 350.00	650.00 650.00
TIGR00362	TIGR00362	clustalw	chromosomal replication initiator protein DnaA	HAMAP; MF_00377; 410 of 419	chromosomal replication initiator protein DnaA	dnaA	DnaA	437	184.65 184.65	343.90 343.90
TIGR01303	TIGR01303	clustalw	IMP dehydrogenase family protein	NA	IMP dehydrogenase family protein	NA	IMP_DH_rel_1	475	527.65 527.65	562.75 562.75
TIGR02927	TIGR02927	muscle	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	NA	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	sucB	SucB_Actino	579	379.50 379.50	423.45 423.45
TIGR03643	TIGR03643	muscle_manual	TIGR03643 family protein	NA	TIGR03643 family protein	NA	TIGR03643	72	30.60 30.60	66.55 66.55
TIGR03596	TIGR03596	muscle_manual	ribosome biogenesis GTP-binding protein YlqF	NA	ribosome biogenesis GTP-binding protein YlqF	ylqF	GTPase_YlqF	276	207.25 207.25	208.20 208.20
TIGR03021	TIGR03021	muscle	type IV pilus biogenesis protein PilP	NA	type IV pilus biogenesis protein PilP	pilP	pilP_fam	119	28.45 28.45	34.65 34.65
TIGR04201	TIGR04201	manual	Cys-rich repeat, Myxococcales-type	NA	Cys-rich repeat, Myxococcales-type	NA	Myxo_Cys_RPT	22	22.00 19.00	25.00 20.00
TIGR02830	TIGR02830	muscle	stage III sporulation protein AG	NA	stage III sporulation protein AG	spoIIIAG	spore_III_AG	186	28.55 28.55	147.70 147.70
TIGR00154	TIGR00154	clustalw_manual	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	HAMAP; MF_00061; 411 of 432	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	ispE	ispE	294	105.20 105.20	138.70 138.70
TIGR00274	TIGR00274	clustalw	N-acetylmuramic acid 6-phosphate etherase	HAMAP; MF_00068; 141 of 144	N-acetylmuramic acid 6-phosphate etherase	murQ	TIGR00274	291	160.45 160.45	302.00 302.00
TIGR03331	TIGR03331	muscle_manual	S-adenosylmethionine decarboxylase proenzyme	HAMAP; MF_00465; 55 of 56	S-adenosylmethionine decarboxylase proenzyme, Escherichia coli form	speD	SAM_DCase_Eco	259	157.30 157.30	255.80 255.80
TIGR01527	TIGR01527	clustalw	nicotinamide-nucleotide adenylyltransferase	HAMAP; MF_00243; 33 of 36	nicotinamide-nucleotide adenylyltransferase	NA	arch_NMN_Atrans	167	73.45 73.45	181.20 181.20
TIGR02067	TIGR02067	clustalw_manual	histidinol-phosphatase	PFAM; PF00459; inositol monophosphatase family	histidinol-phosphatase, inositol monophosphatase family	hisN	his_9_HisN	252	190.95 190.95	275.15 275.15
TIGR03848	TIGR03848	muscle_manual	probable phosphomutase, MSMEG_4193 family	NA	probable phosphomutase, MSMEG_4193 family	NA	MSMEG_4193	204	173.95 173.95	203.85 203.85
TIGR04069	TIGR04069	muscle	peptide maturation system acyl carrier-related protein	NA	peptide maturation system acyl carrier-related protein	NA	ocin_ACP_rel	77	50.00 50.00	70.00 70.00
TIGR00740	TIGR00740	msa_ncbi	tRNA (cmo5U34)-methyltransferase	HAMAP; MF_01589; 120 of 124	tRNA (cmo5U34)-methyltransferase	cmoA	TIGR00740	239	112.00 112.00	193.30 193.30
TIGR02022	TIGR02022	clustalw	formiminoglutamate deiminase	NA	formiminoglutamate deiminase	hutF	hutF	455	213.90 213.90	413.05 413.05
TIGR02606	TIGR02606	clustalw_manual	putative addiction module antidote protein, CC2985 family	PFAM; PF03693	putative addiction module antidote protein, CC2985 family	NA	antidote_CC2985	70	33.35 33.35	46.20 46.20
TIGR02321	TIGR02321	clustalw	phosphonopyruvate hydrolase	NA	phosphonopyruvate hydrolase	NA	Pphn_pyruv_hyd	290	258.45 258.45	374.40 374.40
TIGR04077	TIGR04077	clustalw_manual	exported signaling peptide, YydF/SAG_2028 family	NA	exported signaling peptide, YydF/SAG_2028 family	NA	expor_sig_YdyF	49	25.00 25.00	35.00 35.00
TIGR03118	TIGR03118	muscle	TIGR03118 family protein	NA	TIGR03118 family protein	NA	PEPCTERM_chp_1	336	77.85 77.85	79.95 79.95
TIGR04330	TIGR04330	muscle_manual	CRISPR-associated protein Cpf1, subtype PREFRAN	NA	CRISPR-associated protein Cpf1, subtype PREFRAN	NA	cas_Cpf1	1288	30.00 30.00	300.00 300.00
TIGR00150	TIGR00150	clustalw	tRNA threonylcarbamoyl adenosine modification protein YjeE	NA	tRNA threonylcarbamoyl adenosine modification protein YjeE	NA	T6A_YjeE	135	46.45 46.45	60.10 60.10
TIGR04087	TIGR04087	muscle_manual	YqxM protein	NA	YqxM protein	yqxM	YqxM_for_SipW	186	30.00 30.00	80.00 80.00
TIGR02464	TIGR02464	clustalw	conserved hypothetical protein	NA	conserved hypothetical protein, ribA/ribD-fused	NA	ribofla_fusion	153	47.20 47.20	73.70 73.70
TIGR03592	TIGR03592	clustalw_manual	membrane protein insertase, YidC/Oxa1 family	NA	membrane protein insertase, YidC/Oxa1 family, C-terminal domain	yidC	yidC_oxa1_cterm	191	72.05 72.05	84.30 84.30
TIGR00747	TIGR00747	clustalw	3-oxoacyl-[acyl-carrier-protein] synthase III	HAMAP; MF_01815; 327 of 330	3-oxoacyl-(acyl-carrier-protein) synthase III	fabH	fabH	322	135.65 135.65	292.10 292.10
